,ac_code_icao,n_eng,e_type,wake,engine_bada,manual_file,engine_id,engine_database,combustor_description,eng_type,bp_ratio,press_ratio,rated_output,to_hc,co_hc,app_hc,idle_hc,lto_hc,to_co,co_co,app_co,idle_co,lto_co,to_nox,co_nox,app_nox,idle_nox,lto_nox,to_sn,co_sn,app_sn,idle_sn,max_sn,fuel_spec,to_fflow,co_fflow,app_fflow,idle_fflow,lto_fuel,amb_baro,amb_temp,humidity,manufacturer,source,synonyms,power,to_pm,co_pm,app_pm,idle_pm,valid
743,HRNT,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
744,HU1,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
745,HU2,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
746,HUNT,2,Jet,M,Larzac 04-C5,AJET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
747,HURI,2,Turboprop,L,PT6A-66,P180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
748,HURK,1,Turboprop,L,PT6A-68,TEX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
749,HUSK,1,Piston,L,TIO-540-AK1A,C82S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
750,HYPR,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
751,I3,1,Piston,L,AE300 E4-A,DA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
752,IA63,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
753,IL18,4,Turboprop,M,501-D22A,C130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
754,IL38,4,Turboprop,M,AE2100-D3,C30J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
755,IL62,2,Jet,H,CF6-50C2,A30B,3GE074,CF6-50C2,Low emissions fuel nozzle,TF,4.3,28.44,230.4,0.14,0.15,0.28,2.72,788,0.45,0.45,3.71,24.04,6863,28.97,25.5,10.16,3.4,11884,10.95,11.72,1.62,1.4,12.52,Jet A,2.361,1.94,0.663,0.163,769,97.73-97.91,292.3-301.3,.0127-.0216,GE Aircraft Engines,icao,,,,,,,TRUE
756,IL76,4,Jet,H,D-30KP-II,IL76,1AA002,D-30KP-2,,MTF,2.2,19.45,117.6,0.7,0.8,2.7,13.3,4874,2.2,2.8,15.4,62.4,22932,16.5,13.5,6.3,3.3,5510,17.5,19.5,16,6.5,19.5,TS-1,1.67,1.42,0.49,0.21,703,102.7-103.1,284 - 289,0.00748,Aviadvigatel,icao,,,,,,,TRUE
757,IL86,4,Jet,H,NK-86,IL86,1KK003,NK-86,,MTF,1.33,13.4,127.53,0.5,0.6,1.2,52,17379,3.9,4.2,9.3,54.4,20396,12.8,12.1,5.1,2.7,5440,,,,,22.1,TS-1,2.4,1.6,0.58,0.21,779,102.7-103.0,290 - 291,0.00915,KKBM,icao,,,,,,,TRUE
758,IL96,4,Jet,H,PS-90A,IL96,13AA006,PS-90A,94-03-809,MTF,4.48,30.8,154.6,0.1,0.13,0.79,1.32,470.2,0.41,0.45,1.2,15.18,4216.1,30.52,23.33,8.96,4.92,8287,6.75,7.82,5.06,0.23,7.82,TS-1,1.532,1.279,0.511,0.1675,617.112,"97,84-98,68","289,2-294,8","0,00595-0,01297",Aviadvigatel,icao,,,,,,,TRUE
759,IMPU,1,Piston,L,AEIO-540-L1B5,E300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
760,IR23,1,Piston,L,IO-360-ES,SR20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
761,IR99,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
762,IS28,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
763,J1,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
764,J10,1,Jet,M,F100-PW-229,F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
765,J2,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
766,J20,2,Jet,M,F100-PW-229,F15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
767,J3,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
768,J328,2,Jet,M,AE 3007A1/3,E135,7PW078,PW306B,Annular,MTF,4.5,20,26.91,0,0,0,4.36,287,2.27,2.51,7.11,36.35,2677,20.08,19.26,11.87,4.26,1497,2.6,0.8,0,0.2,3.9,Jet A-1,0.3171,0.2641,0.0974,0.0422,137,98.39 - 99.49,284 - 300,0.0054 - 0.0144,Pratt & Whitney Canada,icao,,,,,,,TRUE
769,J4,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
770,JAB2,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
771,JAB4,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
772,JABI,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
773,JAGR,1,Jet,M,F100-PW-229,F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
774,JANU,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
775,JB15,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
776,JCOM,2,Jet,M,Viper 522,H25A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
777,JK05,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
778,JPRO,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
779,JRC1,1,Piston,L,AEIO-540-L1B5,E300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
780,JS1,2,Turboprop,L,TPE331-5-252D,D228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
781,JS20,2,Turboprop,L,TPE331-5-252D,D228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
782,JS3,2,Turboprop,L,TPE331-5-252D,D228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
783,JS31,2,Turboprop,M,TPE331-12 UAR,JS32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
784,JS32,2,Turboprop,M,TPE331-12 UAR,JS32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
785,JS41,2,Turboprop,M,TPE331-12 UAR,JS41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
786,JSX,1,Piston,L,AEIO-540-L1B5,E300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
787,JU52,2,Piston,M,R-1820-82A,S2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
788,JUNR,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
789,K250,1,Piston,L,IO-360-L2A,C172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
790,K35A,4,Jet,H,JT4A-9,B703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
791,K35E,4,Jet,H,JT4A-9,B703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
792,K35R,4,Jet,H,JT4A-9,B703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
793,KAT3,1,Turboprop,L,PT6A-34,KODI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
794,KC2,4,Jet,H,JT4A-9,B703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
795,KC39,2,Jet,M,CFM56-5B,A321,3IA008,V2533-A5,,MTF,4.46,33.44,140.56,0.047,0.043,0.052,0.1,35,0.463,0.515,1.65,9.317,2241,36.48,28.67,10.83,5.24,8646,4.7,6.2,4.8,2.4,9,Jet A,1.426,1.1447,0.3901,0.1363,517,101.0-101.8,288-296,.0086-.0114,International Aero Engines,icao,,,,,,,TRUE
796,KE3,4,Jet,H,CFM56-2C1,DC87,1CM003,CFM56-2-C5,,TF,6,23.5,97.86,0.04,0.05,0.08,1.83,378,0.9,0.9,4.2,30.7,6578,18.5,16,8.2,4,3906,6,3,2.6,2.2,6,Jet A,0.985,0.819,0.311,0.128,424,95.98-97.49,279 - 286,.002-.009,CFM International,icao,,,,,,,TRUE
797,KEST,1,Turboprop,L,PT6A-66D,TBM9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
798,KFAB,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
799,KFAS,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
800,KFIR,1,Jet,M,F100-PW-229,F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
801,KIS2,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
802,KIS4,1,Piston,L,AE300 E4-A,DA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
803,KL07,1,Piston,L,IO-360-L2A,C172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
804,KL10,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
805,KL25,1,Piston,L,Stamo MS 1500,SF25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
806,KL35,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
807,KODI,1,Turboprop,L,PT6A-34,KODI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
808,KP2,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
809,KP5,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
810,KR1,2,Piston,L,TSIO-520-N,C340,PF07,TSIO-520-WB,,,,,,15.8,13.9,12.1,8.2,,1018,1153,1299,462,,2.96,2.09,1.17,3.54,,,,,,,,0.027,0.023,0.014,0.0061,,,,,,foca,TSIO-520,325,0.1,0.07,0.04,0.05,TRUE
811,KR2,1,Piston,L,TIO-540-AJ1A,T206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
812,KR30,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
813,KT1,1,Turboprop,L,PT6A-68,TEX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
814,KZ2,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
815,KZ3,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
816,KZ4,1,Piston,L,IO-520-D,C188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
817,KZ7,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
818,KZ8,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
819,L101,3,Jet,H,RB211-22B,L101,1RR005,RB211-524B series,Phase 2,TF,4.5,28.4,218.5,0.39,0.26,0.7,1.95,934,0.7,0.33,1.56,12.39,5018,52.3,38.2,9.8,4.2,16935,12.3,9.3,1.9,0.6,12.3,AVTUR,2.21,1.79,0.63,0.24,855,103,283 - 286,0.005,Rolls Royce plc,icao,,,,,,,TRUE
820,L11E,1,Piston,L,AE300 E4-A,DA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
821,L12,2,Piston,L,TSIO-520-WB,B58T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
822,L13S,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
823,L159,1,Jet,M,F405-RR-401,HAWK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
824,L181,1,Piston,L,TIO-540-AJ1A,T206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
825,L188,2,Turboprop,M,Tyne 522,C160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
826,L200,2,Piston,L,O-360-A1G6D,BE76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
827,L29,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
828,L29A,2,Jet,M,CF34-3B,CL60,5GE084,CF34-3B,,TF,6.25,19.3,41.01,0.06,0.05,0.13,4.69,366,0,0,1.88,47.59,3683,11.28,9.68,6.63,3.72,1078,18.3,9.2,3.1,3.1,18.3,Jet A,0.3991,0.3288,0.116,0.0489,164,101.6-102.9,275.5-281.1,.0016-.0039,GE Aircraft Engines,icao,,,,,,,TRUE
829,L29B,2,Jet,M,CF34-3B,CL60,5GE084,CF34-3B,,TF,6.25,19.3,41.01,0.06,0.05,0.13,4.69,366,0,0,1.88,47.59,3683,11.28,9.68,6.63,3.72,1078,18.3,9.2,3.1,3.1,18.3,Jet A,0.3991,0.3288,0.116,0.0489,164,101.6-102.9,275.5-281.1,.0016-.0039,GE Aircraft Engines,icao,,,,,,,TRUE
830,L37,2,Turboprop,M,TPE331-12 UAR,JS41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
831,L39,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
832,L4,1,Piston,L,IO-520-D,C188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
833,L40,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
834,L410,2,Turboprop,L,M601E,L410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
835,L5,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
836,L59,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
837,L6,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
838,L60,1,Piston,L,IO-520-D,C188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
839,L70,1,Piston,L,AE300 E4-A,DA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
840,L8,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
841,L90,1,Turboprop,L,M250-B17F/2,E500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
842,LA25,1,Piston,L,IO-360-L2A,C172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
843,LA4,1,Piston,L,IO-360-L2A,C172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
844,LA8,1,Piston,L,AE300 E4-A,DA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
845,LAKR,1,Piston,L,TIO-540-AB1AD,TB21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
846,LANC,2,Turboprop,M,Dart 532-7,F27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
847,LCR,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
848,LEG2,1,Piston,L,IO-550-B,BE36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
849,LESP,1,Piston,L,TSIO-550-G,M20T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
850,LGEZ,1,Piston,L,TIO-540-AJ1A,T206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
851,LH10,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
852,LJ23,2,Jet,L,CJ610-8A,LJ25,1PW037,"JT15D-5, -5A, -5B",,TF,2.1,12.3,12.9,0,1.3,11.7,119.1,5715,0,1.15,38.6,119.2,6142,11.13,10.08,4.93,1.66,481,18.5,,,,18.5,Jet A-1,0.2054,0.1727,0.066,0.0296,93,99.42,280.3,0.0036,Pratt & Whitney (Canada),icao,,,,,,,TRUE
853,LJ24,2,Jet,L,CJ610-8A,LJ25,1PW037,"JT15D-5, -5A, -5B",,TF,2.1,12.3,12.9,0,1.3,11.7,119.1,5715,0,1.15,38.6,119.2,6142,11.13,10.08,4.93,1.66,481,18.5,,,,18.5,Jet A-1,0.2054,0.1727,0.066,0.0296,93,99.42,280.3,0.0036,Pratt & Whitney (Canada),icao,,,,,,,TRUE
854,LJ25,2,Jet,L,CJ610-8A,LJ25,1PW037,"JT15D-5, -5A, -5B",,TF,2.1,12.3,12.9,0,1.3,11.7,119.1,5715,0,1.15,38.6,119.2,6142,11.13,10.08,4.93,1.66,481,18.5,,,,18.5,Jet A-1,0.2054,0.1727,0.066,0.0296,93,99.42,280.3,0.0036,Pratt & Whitney (Canada),icao,,,,,,,TRUE
855,LJ28,2,Jet,L,CJ610-8A,LJ25,1PW037,"JT15D-5, -5A, -5B",,TF,2.1,12.3,12.9,0,1.3,11.7,119.1,5715,0,1.15,38.6,119.2,6142,11.13,10.08,4.93,1.66,481,18.5,,,,18.5,Jet A-1,0.2054,0.1727,0.066,0.0296,93,99.42,280.3,0.0036,Pratt & Whitney (Canada),icao,,,,,,,TRUE
856,LJ31,2,Jet,M,TFE731-20R-1B,LJ45,1AS001,TFE731-2-2B,,TF,2.64,13.9,15.6,0.114,0.128,4.26,20.04,823,1.394,2.03,22.38,58.6,2612,15.25,13.08,5.9,2.82,630,,,,,,ASTM D1655-73T,0.205,0.173,0.067,0.024,85,96.7-98.1,285 - 288,.0066-.0087,Allied Signal,icao,,,,,,,TRUE
857,LJ35,2,Jet,M,TFE731-22B,LJ35,1AS001,TFE731-2-2B,,TF,2.64,13.9,15.6,0.114,0.128,4.26,20.04,823,1.394,2.03,22.38,58.6,2612,15.25,13.08,5.9,2.82,630,,,,,,ASTM D1655-73T,0.205,0.173,0.067,0.024,85,96.7-98.1,285 - 288,.0066-.0087,Allied Signal,icao,,,,,,,TRUE
858,LJ40,2,Jet,M,TFE731-20R-1B,LJ45,1AS001,TFE731-2-2B,,TF,2.64,13.9,15.6,0.114,0.128,4.26,20.04,823,1.394,2.03,22.38,58.6,2612,15.25,13.08,5.9,2.82,630,,,,,,ASTM D1655-73T,0.205,0.173,0.067,0.024,85,96.7-98.1,285 - 288,.0066-.0087,Allied Signal,icao,,,,,,,TRUE
859,LJ45,2,Jet,M,TFE731-20R-1B,LJ45,1AS001,TFE731-2-2B,,TF,2.64,13.9,15.6,0.114,0.128,4.26,20.04,823,1.394,2.03,22.38,58.6,2612,15.25,13.08,5.9,2.82,630,,,,,,ASTM D1655-73T,0.205,0.173,0.067,0.024,85,96.7-98.1,285 - 288,.0066-.0087,Allied Signal,icao,,,,,,,TRUE
860,LJ55,2,Jet,M,PW305A,LJ60,7PW077,PW306A,Annular,MTF,4.5,20,26.87,0,0,0,4.36,287,2.27,2.51,7.11,36.35,2677,20.08,19.26,11.87,4.26,1497,2.6,0.8,0,0.2,3.9,Jet A-1,0.3171,0.2641,0.0974,0.0422,137,98.39 - 99.49,284 - 300,0.0054 - 0.0144,Pratt & Whitney Canada,icao,,,,,,,TRUE
861,LJ60,2,Jet,M,PW305A,LJ60,7PW077,PW306A,Annular,MTF,4.5,20,26.87,0,0,0,4.36,287,2.27,2.51,7.11,36.35,2677,20.08,19.26,11.87,4.26,1497,2.6,0.8,0,0.2,3.9,Jet A-1,0.3171,0.2641,0.0974,0.0422,137,98.39 - 99.49,284 - 300,0.0054 - 0.0144,Pratt & Whitney Canada,icao,,,,,,,TRUE
862,LJ70,2,Jet,M,TFE731-4R-2S,C650,1AS002,TFE731-3,,TF,2.64,14.3,16.5,0.062,0.072,1.41,9.04,393,1.13,1.62,15.56,47.7,2254,19.15,16.02,6.92,3.72,845,,,,,,ASTM D1655-73T,0.225,0.186,0.072,0.026,92,97.0-97.3,294 - 313,.0039-.0073,Allied Signal,icao,,,,,,,TRUE
863,LJ75,2,Jet,M,TFE731-4R-2S,C650,1AS002,TFE731-3,,TF,2.64,14.3,16.5,0.062,0.072,1.41,9.04,393,1.13,1.62,15.56,47.7,2254,19.15,16.02,6.92,3.72,845,,,,,,ASTM D1655-73T,0.225,0.186,0.072,0.026,92,97.0-97.3,294 - 313,.0039-.0073,Allied Signal,icao,,,,,,,TRUE
864,LJ85,3,Jet,M,TFE731-40,FA50,1AS002,TFE731-3,,TF,2.64,14.3,16.5,0.062,0.072,1.41,9.04,393,1.13,1.62,15.56,47.7,2254,19.15,16.02,6.92,3.72,845,,,,,,ASTM D1655-73T,0.225,0.186,0.072,0.026,92,97.0-97.3,294 - 313,.0039-.0073,Allied Signal,icao,,,,,,,TRUE
865,LN3,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
866,LNC2,1,Piston,L,IO-540-C4D5D,TB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
867,LNC4,1,Turboprop,L,PT6A-64,TBM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
868,LNCE,1,Piston,L,IO-550-N,SR22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
869,LNP4,1,Turboprop,L,PT6A-64,TBM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
870,LS10,1,Piston,L,Stamo MS 1500,SF25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
871,LS8,1,Piston,L,Stamo MS 1500,SF25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
872,LW20,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
873,LW40,1,Piston,L,O-320-D3G,P28A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
874,LWIN,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
875,M10,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
876,M101,1,Turboprop,L,PT6A-34,KODI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
877,M106,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
878,M108,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
879,M10F,1,Piston,L,IO-360-L2A,C172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
880,M10R,1,Piston,L,TIO-540-AK1A,C82S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
881,M110,1,Piston,L,AEIO-540-L1B5,E300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
882,M15,1,Piston,L,IO-520-D,C188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
